filepath,result,fluent
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_20.wav, of medical school after college,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_22.wav,social context,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_24.wav,and theyre talking a lot of the time and,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_26.wav, so you grew up,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_28.wav,for cocaine for other kind of,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_29.wav, and you know I mean they were always,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_30.wav, are always bad interactions,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_31.wav, openly without talking about it,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_34.wav,Perez,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_36.wav, about September 11,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/20/StutterTalk_20_37.wav, do with this information,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_20_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_0.wav, make of how Holti begins her book well,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_1.wav,well when I work with school,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_2.wav, and therapy to tell me is this a good,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_3.wav,is this a good approach or is this an approach,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_4.wav, two or three hours right yeah,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_5.wav, Its frustrating it can be yeah I think they do,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_7.wav, of this book is that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_8.wav,speaking supposed to be fun right,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_10.wav,and what she describes in her book so,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_11.wav, it was based on that what Im saying is,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_12.wav,like a lot of other parts of the book,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_13.wav,as speech pathologist we want to support,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_14.wav, so we run that program out of,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_15.wav,talk freely and also,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_16.wav, so get there stuttering out there,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_17.wav, people who Ive met,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_18.wav, met okay moving,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_19.wav, want to because I mean it,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_20.wav, I mean its fair a game,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_21.wav, it but I dont think he meant it I think he was,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_22.wav, that now Ive been a speech language,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_23.wav, stop dont talk like that and,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_24.wav, I mean is that your experience to Craig no,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_25.wav,not bringing attention to it from the class,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_26.wav, yep I agree okay so,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_27.wav, is better do you agree,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_28.wav, so for the child off of,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_29.wav, read this comment and not get it,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_30.wav,is a child for flu and talking,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_32.wav, I mean isnt that what selfhelp is doing,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_35.wav, there which is you,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_36.wav,yeah I think thats a really good gauge of how,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_38.wav, and its not like their recovery rates,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_39.wav, that you factchecked his book with me today,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_0.wav, therapy we have a problem,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_1.wav, and that problem needs to be addressed,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_2.wav, told to find a speech therapist,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_3.wav,criticism I just quoted of you is fair,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_4.wav, to reedit rate that you said earlier,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_7.wav,it this just occurred to me now Im,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_8.wav,and that was good,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_10.wav,I guess not being able,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_11.wav, oh boy wow,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_13.wav, so I guess thats you know is,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_16.wav,thats my in a nutshell,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_18.wav, family,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_19.wav, to,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_20.wav, a 10yearold and this happens a lot,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_21.wav,part of stuttering is,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_23.wav,and you know you talked a little bit about not,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_25.wav,therapy that have a lot of the horse,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_25.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_28.wav,but then to say that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_29.wav, appear to work just fine I mean,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_30.wav,I mean with all due respect youre not a person,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_32.wav, and you know clearly there is a significant,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_33.wav, well respectfully thats not what,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_33.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_34.wav, that you should teach your child to interrupt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_35.wav, what Brad,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_36.wav,you know Im so glad you brought that up cuz,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_37.wav,I just dont think youre,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_37.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_38.wav,all those things before theyre nine years old,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/22/StutterTalk_22_39.wav,I dont really have a problem with that but,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_22_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_0.wav,you want well Peter yeah thats a great example,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_1.wav,going the way that you would wish to,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_2.wav,word that speech language pathology,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_4.wav, represents the way that we wish to,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_4.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_5.wav,thats what Im talking about when I talk,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_6.wav,probably nobody who,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_7.wav, they exist intention,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_8.wav,that we might not be able to salvage it,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_9.wav,would look at a term like,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_9.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_10.wav,what does it do,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_12.wav, entire thing I think,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_13.wav,more based on what,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_13.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_14.wav, feel when speaking,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_14.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_15.wav,you know I think that that really probably,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_16.wav, to tame my unruly voice and,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_17.wav, and speaking away that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_18.wav,you have to be there dont you,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_19.wav,and she looked at me like I,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_20.wav, the mountain seem pretty high dont a boy,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_21.wav, boy they do Peter and Im listening,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_22.wav, why are we mystified,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_23.wav, always possible for me to,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_24.wav, of people who started yeah,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_26.wav,if we know that theres no cure for,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_27.wav, force kids to be fluent,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_29.wav, Im,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_30.wav, so does that answer your question,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_31.wav,yeah this I agree with you completely,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_31.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_32.wav,they literally see it as at,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_32.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_33.wav, this voice that may be unruly,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_33.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_34.wav, Hey I said,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_35.wav, so are you talking slow because,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_36.wav,you know what I really think is that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_36.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_38.wav,that would actually describe,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_38.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_39.wav,and you know I think that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_1.wav,piece what do you think I,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_1.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_2.wav,also that generally,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_3.wav, a person stutter,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_5.wav, feeling I still had some,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_6.wav, lets say I still,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_7.wav,then people in the audience maybe 50,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_9.wav, or lets say,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_9.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_10.wav,made you so fluent,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_11.wav, its positive to stutter,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_15.wav, I appreciate her honesty and,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_16.wav, a little bit similar to stuttering,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_16.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_17.wav, in some sort of way then,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_18.wav, when,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_19.wav, well wait for me means,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_21.wav, how should I call it to,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_22.wav, I feel it is that,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_23.wav, you would like to change something,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_24.wav,theres something also,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_26.wav,you know from my perspective,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_26.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_27.wav, on the research task,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/24/StutterTalk_24_29.wav, people identify,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_24_29.wav
